Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
Guangdong Shunde power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2018,,,22.7867,113.0767,,,,,,GEM_biomass_159
Guangdong Wengyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,24.3061,113.9082,,,,,,GEM_biomass_160
Guangdong Wengyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,24.3061,113.9082,,,,,,GEM_biomass_161
Guangdong Wengyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,24.3061,113.9082,,,,,,GEM_biomass_162
Guangdong Wengyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,24.3061,113.9082,,,,,,GEM_biomass_163
Guangdong Xinfeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,24.1345,114.3174,,,,,,GEM_biomass_164
Guangdong Xinfeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,24.1345,114.3174,,,,,,GEM_biomass_165
Guangdong Xinfeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,24.1345,114.3174,,,,,,GEM_biomass_166
Guangdong Xinfeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,24.1345,114.3174,,,,,,GEM_biomass_167
Guangdong Xinfeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,24.1345,114.3174,,,,,,GEM_biomass_168
Guangdong Xinfeng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,24.1345,114.3174,,,,,,GEM_biomass_169
Guangdong Yangjiang (Kangheng) power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2023,,,21.858652,111.792853,,,,,,GEM_biomass_170
Guangdong Zengcheng power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2022,,,23.2108,113.7167,,,,,,GEM_biomass_171
Guangdong Zengcheng power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2022,,,23.2108,113.7167,,,,,,GEM_biomass_172
Guangdong Zhanjiang (Chenming) power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2019,,,21.1047,110.1596,,,,,,GEM_biomass_173
Guangdong Zhanjiang (Chenming) power station,Bioenergy,Steam Turbine,PP,CN,60.0,0.47,2011,,,21.1047,110.1596,,,,,,GEM_biomass_174
Guangdong Zhanjiang (Chenming) power station,Bioenergy,Steam Turbine,PP,CN,60.0,0.47,2011,,,21.1047,110.1596,,,,,,GEM_biomass_175
Guangdong Zhanjiang (Chenming) power station,Bioenergy,Steam Turbine,PP,CN,60.0,0.47,2011,,,21.1047,110.1596,,,,,,GEM_biomass_176
Guangdong Zhanjiang (Yuedian) power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2011,,,21.3414,110.2314,,,,,,GEM_biomass_177
Guangdong Zhanjiang (Yuedian) power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2011,,,21.3414,110.2314,,,,,,GEM_biomass_178
Guangdong Zhaoqing power station,Bioenergy,Steam Turbine,PP,CN,45.0,0.47,2020,,,23.2999,112.3266,,,,,,GEM_biomass_179
Guangdong Zhongshan Nanbu Zutuan power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,22.3608,113.3248,,,,,,GEM_biomass_180
Guangdong Zhongshan Nanbu Zutuan power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,22.3608,113.3248,,,,,,GEM_biomass_181
Guangdong Zhuhai power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,22.204027,113.119269,,,,,,GEM_biomass_182
Guangdong Zhuhai power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,22.204027,113.119269,,,,,,GEM_biomass_183
Guangxi Beihai (Sun Paper) power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2022,,,21.5239,109.5466,,,,,,GEM_biomass_184
Guangxi Beihai (Sun Paper) power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2022,,,21.5239,109.5466,,,,,,GEM_biomass_185
Guangxi Beihai power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,21.7649,109.0339,,,,,,GEM_biomass_186
Guangxi Beiliu power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2012,,,22.7647,110.4245,,,,,,GEM_biomass_187
Guangxi Chongzuo Jiangzhou District power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,22.4165,107.4791,,,,,,GEM_biomass_188
Guangxi Chongzuo power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,22.4063,107.4459,,,,,,GEM_biomass_189
Guangxi Funan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2010,,,22.6343,107.8885,,,,,,GEM_biomass_190
Guangxi Fusui power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2018,,,22.5429,107.8106,,,,,,GEM_biomass_191
Guangxi Guigang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,23.1169,109.4667,,,,,,GEM_biomass_192
Guangxi Guilin power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2018,,,25.3135,110.1188,,,,,,GEM_biomass_193
Guangxi Laibin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,23.5418,108.9369,,,,,,GEM_biomass_194
Guangxi Liuzhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,24.2195,109.4743,,,,,,GEM_biomass_195
Guangxi Liuzhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,24.2195,109.4743,,,,,,GEM_biomass_196
Guangxi Longan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,23.0718,107.8938,,,,,,GEM_biomass_197
Guangxi Nanning power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,23.0323,108.0754,,,,,,GEM_biomass_198
Guangxi Nanning power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,23.0323,108.0754,,,,,,GEM_biomass_199
Guangxi Ningming power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,22.1641,107.0685,,,,,,GEM_biomass_200
Guangxi Qinzhou power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2018,,,22.1328,108.4312,,,,,,GEM_biomass_201
Guangxi Teng County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,23.3757,110.9193,,,,,,GEM_biomass_202
Guangxi Wuzhou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,23.277911,111.21489,,,,,,GEM_biomass_203
Guangxi Yangshuo power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,24.766,110.614,,,,,,GEM_biomass_204
Guangxi Yizhou power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2018,,,24.5253,108.5624,,,,,,GEM_biomass_205
Guizhou Chishui (Taisheng) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2023,,,28.6028,105.7358,,,,,,GEM_biomass_206
Guizhou Chishui power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,28.5547,105.7265,,,,,,GEM_biomass_207
Guizhou Congjiang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,25.8371,109.0578,,,,,,GEM_biomass_208
Guizhou Guiyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,26.7239,106.5938,,,,,,GEM_biomass_209
Guizhou Guiyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,26.7239,106.5938,,,,,,GEM_biomass_210
Guizhou Jinsha power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,27.4942,106.4508,,,,,,GEM_biomass_211
Guizhou Songtao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,28.1671,109.2102,,,,,,GEM_biomass_212
Hainan Changjiang power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2022,,,19.2302,108.9368,,,,,,GEM_biomass_213
Hainan Lingao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2024,,,19.8194,109.6316,,,,,,GEM_biomass_214
Hainan Sanya power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,18.4233,109.304,,,,,,GEM_biomass_215
Hebei Anping power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,38.2309,115.5752,,,,,,GEM_biomass_216
Hebei Changli power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,39.6842,119.1373,,,,,,GEM_biomass_217
Hebei Cheng'an power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,36.4437,114.6866,,,,,,GEM_biomass_218
Hebei Dacheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,38.7987,116.6443,,,,,,GEM_biomass_219
Hebei Dacheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,38.7987,116.6443,,,,,,GEM_biomass_220
Hebei Dongguang power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,37.9609,116.8069,,,,,,GEM_biomass_221
Hebei Gucheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,37.3543,115.907,,,,,,GEM_biomass_222
Hebei Kangbao power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2020,,,41.87,114.6196,,,,,,GEM_biomass_223
Hebei Linxi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,36.8631,115.5167,,,,,,GEM_biomass_224
Hebei Luan County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,39.7466,118.7098,,,,,,GEM_biomass_225
Hebei Luannan (Nine Dragons Paper) power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2015,,,39.4823,118.6757,,,,,,GEM_biomass_226
Hebei Nangong power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2010,,,37.3653,115.397,,,,,,GEM_biomass_227
Hebei Pingxiang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,37.0909,114.9675,,,,,,GEM_biomass_228
Hebei Sanhe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,39.935,117.0233,,,,,,GEM_biomass_229
Hebei Sanhe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,39.935,117.0233,,,,,,GEM_biomass_230
Hebei Tangshan Caofeidian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2023,,,39.1354,118.4819,,,,,,GEM_biomass_231
Hebei Tangshan Fengnan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,39.5487,118.0422,,,,,,GEM_biomass_232
Hebei Wei County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2006,,,37.0615,115.2804,,,,,,GEM_biomass_233
Hebei Wuji power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2015,,,38.1262,114.9727,,,,,,GEM_biomass_234
Hebei Wuji power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2015,,,38.1262,114.9727,,,,,,GEM_biomass_235
Hebei Wuqiao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2010,,,37.6316,116.4377,,,,,,GEM_biomass_236
Hebei Xinglong power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,40.4006,117.4798,,,,,,GEM_biomass_237
Hebei Xingtang power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,38.3864,114.5048,,,,,,GEM_biomass_238
Hebei Xiong County power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2015,,,38.953,116.2418,,,,,,GEM_biomass_239
Hebei Xiong County power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2015,,,38.953,116.2418,,,,,,GEM_biomass_240
Hebei Zhangjiakou power station,Bioenergy,Steam Turbine,PP,CN,36.0,0.47,2021,,,40.7742,114.8819,,,,,,GEM_biomass_241
Heilongjiang (Harbin Power) Wangkui power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,46.8434,126.4623,,,,,,GEM_biomass_242
Heilongjiang Anda power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,46.457,125.4089,,,,,,GEM_biomass_243
Heilongjiang Bayan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2011,,,46.0895,127.4051,,,,,,GEM_biomass_244
Heilongjiang Bayan Xinglong power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,46.4613,127.1058,,,,,,GEM_biomass_245
Heilongjiang Bei'an power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,48.0712,126.7247,,,,,,GEM_biomass_246
Heilongjiang Bin County power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2022,,,45.809,127.1101,,,,,,GEM_biomass_247
Heilongjiang Boli (Xingfa) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,45.7626,130.597,,,,,,GEM_biomass_248
Heilongjiang Dorbod Mongol Autonomous County power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,46.7856,124.6034,,,,,,GEM_biomass_249
Heilongjiang Dorbod Mongol Autonomous County power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,46.7856,124.6034,,,,,,GEM_biomass_250
Heilongjiang Dorbod Mongol Autonomous County power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,46.7856,124.6034,,,,,,GEM_biomass_251
Heilongjiang Fangzheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,45.8516,128.8249,,,,,,GEM_biomass_252
Heilongjiang Fuhua Jinhe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,47.8689,123.7011,,,,,,GEM_biomass_253
Heilongjiang Fuhua Jinhe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,47.8689,123.7011,,,,,,GEM_biomass_254
Heilongjiang Fujin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,47.321,132.5432,,,,,,GEM_biomass_255
Heilongjiang Fuyu (Green Energy) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,47.7719,124.4933,,,,,,GEM_biomass_256
Heilongjiang Fuyu power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2023,,,47.4794,124.1214,,,,,,GEM_biomass_257
Heilongjiang Fuyu power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2023,,,47.4794,124.1214,,,,,,GEM_biomass_258
Heilongjiang Fuyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,48.3425,134.3049,,,,,,GEM_biomass_259
Heilongjiang Hailun (Dishikun) power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,47.4437,126.9228,,,,,,GEM_biomass_260
Heilongjiang Hailun power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,47.4728,126.9755,,,,,,GEM_biomass_261
Heilongjiang Harbin Acheng District power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,45.5713,126.955,,,,,,GEM_biomass_262
Heilongjiang Harbin Songbei District power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,45.879,126.4847,,,,,,GEM_biomass_263
Heilongjiang Harbin Songbei District power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,45.879,126.4847,,,,,,GEM_biomass_264
Heilongjiang Hegang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,47.332,130.3494,,,,,,GEM_biomass_265
Heilongjiang Jixian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,46.7744,131.1244,,,,,,GEM_biomass_266
Heilongjiang Lanxi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,46.2295,126.296,,,,,,GEM_biomass_267
Heilongjiang Lindian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,47.1782,124.8709,,,,,,GEM_biomass_268
Heilongjiang Longjiang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2009,,,47.3233,123.2031,,,,,,GEM_biomass_269
Heilongjiang Luobei power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,47.4202,130.5838,,,,,,GEM_biomass_270
Heilongjiang Meilisi power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,47.3011,123.7424,,,,,,GEM_biomass_271
Heilongjiang Meilisi power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,47.3011,123.7424,,,,,,GEM_biomass_272
Heilongjiang Mishan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,45.5029,131.8232,,,,,,GEM_biomass_273
Heilongjiang Mudanjiang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,44.5573,129.8245,,,,,,GEM_biomass_274
Heilongjiang Ning'an power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,44.1702,129.3443,,,,,,GEM_biomass_275
Heilongjiang Qing'An (Guoneng) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2014,,,46.8734,127.5403,,,,,,GEM_biomass_276
Heilongjiang Qing'An power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2021,,,46.8826,127.4793,,,,,,GEM_biomass_277
Heilongjiang Qitaihe power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,45.8266,131.1814,,,,,,GEM_biomass_278
Heilongjiang Shangzhi power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2019,,,45.2128,127.9984,,,,,,GEM_biomass_279
Heilongjiang Suibin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,47.281,131.8919,,,,,,GEM_biomass_280
Heilongjiang Suihua Beilin power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,46.6152,126.869,,,,,,GEM_biomass_281
Heilongjiang Suihua Beilin power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2021,,,46.6152,126.869,,,,,,GEM_biomass_282
Heilongjiang Tailai power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,46.3498,123.4284,,,,,,GEM_biomass_283
Heilongjiang Tailai power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,46.3498,123.4284,,,,,,GEM_biomass_284
Heilongjiang Tangyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,46.7474,129.9232,,,,,,GEM_biomass_285
Heilongjiang Tieli power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2021,,,46.9803,128.0661,,,,,,GEM_biomass_286
Heilongjiang Tongjiang Jiansanjiang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2016,,,47.5652,133.1312,,,,,,GEM_biomass_287
Heilongjiang Tongjiang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,47.6401,132.5176,,,,,,GEM_biomass_288
Heilongjiang Wuchang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,45.397,126.7599,,,,,,GEM_biomass_289
Heilongjiang Wudalianchi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,48.4936,126.6379,,,,,,GEM_biomass_290
Heilongjiang Xunke power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,49.3634,128.0751,,,,,,GEM_biomass_291
Heilongjiang Yi'An County (Jielong) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2023,,,47.8905,125.3292,,,,,,GEM_biomass_292
Heilongjiang Yichun power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,46.9688,127.741,,,,,,GEM_biomass_293
Heilongjiang Yilan power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,46.2924,129.6025,,,,,,GEM_biomass_294
Heilongjiang Youyi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2010,,,46.7694,131.8118,,,,,,GEM_biomass_295
Heilongjiang Zhaodong (China Energy Construction Investment) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,46.1041,125.8898,,,,,,GEM_biomass_296
Heilongjiang Zhaodong (China Energy Construction Investment) power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,46.1041,125.8898,,,,,,GEM_biomass_297
Heilongjiang Zhaodong (Huaqing) power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2021,,,46.07,126.0299,,,,,,GEM_biomass_298
Heilongjiang Zhaodong power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,46.0144,126.0286,,,,,,GEM_biomass_299
Heilongjiang Zhaoyuan power station,Bioenergy,Steam Turbine,PP,CN,80.0,0.47,2021,,,45.5454,125.0861,,,,,,GEM_biomass_300
Helongjiang (Guoneng) Wangkui power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,46.8434,126.4623,,,,,,GEM_biomass_301
Henan Changyuan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,35.1911,114.5426,,,,,,GEM_biomass_302
Henan Fengqiu power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,35.0729,114.4019,,,,,,GEM_biomass_303
Henan Fugou power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,34.0717,114.4099,,,,,,GEM_biomass_304
Henan Guangshan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,32.1176,114.8816,,,,,,GEM_biomass_305
Henan Gushi power station,Bioenergy,Steam Turbine,PP,CN,40.0,0.47,2022,,,32.1931,115.6147,,,,,,GEM_biomass_306
Henan Hua power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2020,,,35.3818,114.6508,,,,,,GEM_biomass_307
Henan Lingbao power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2019,,,34.5514,110.9363,,,,,,GEM_biomass_308
Henan Luohe power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,33.5127,113.9947,,,,,,GEM_biomass_309
Henan Luoshan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,32.1895,114.547,,,,,,GEM_biomass_310
Henan Lushan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,33.6142,113.0195,,,,,,GEM_biomass_311
Henan Luyi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,33.8976,115.4777,,,,,,GEM_biomass_312
Henan Nanle power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,36.0728,115.3491,,,,,,GEM_biomass_313
Henan Nanzhao power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,33.2872,112.6476,,,,,,GEM_biomass_314
Henan Qi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,34.5382,114.8041,,,,,,GEM_biomass_315
Henan Runan power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,32.9663,114.3224,,,,,,GEM_biomass_316
Henan Shangcai power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,33.2719,114.3254,,,,,,GEM_biomass_317
Henan Shangshui power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,33.5443,114.5732,,,,,,GEM_biomass_318
Henan Sheqi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,33.02,112.9544,,,,,,GEM_biomass_319
Henan Sui County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,34.4156,115.0383,,,,,,GEM_biomass_320
Henan Taiqian power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2018,,,35.9357,115.8421,,,,,,GEM_biomass_321
Henan Wen power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,34.9011,113.068,,,,,,GEM_biomass_322
Henan Xiayi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,34.2011,116.1507,,,,,,GEM_biomass_323
Henan Xinxiang (Shouchuang) power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2020,,,35.2852,114.1317,,,,,,GEM_biomass_324
Henan Xinyang power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,32.1967,114.257,,,,,,GEM_biomass_325
Henan Xinye power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,32.4908,112.2973,,,,,,GEM_biomass_326
Henan Xiuwu power station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2022,,,35.1829,113.4311,,,,,,GEM_biomass_327
Henan Xixia power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,33.3448,111.5016,,,,,,GEM_biomass_328
Henan Xun power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2007,,,35.6806,114.5506,,,,,,GEM_biomass_329
Henan Yancheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2017,,,33.693,113.7891,,,,,,GEM_biomass_330
Henan Yanjin power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2022,,,35.1908,114.136,,,,,,GEM_biomass_331
Henan Yanshi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,34.5756,112.7772,,,,,,GEM_biomass_332
Henan Yongcheng (Changqing) power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2020,,,33.9664,116.2976,,,,,,GEM_biomass_333
Henan Yucheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,34.5431,115.9505,,,,,,GEM_biomass_334
Henan Zhecheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2020,,,34.14,115.4126,,,,,,GEM_biomass_335
Henan Zhengyang power station,Bioenergy,Steam Turbine,PP,CN,35.0,0.47,2021,,,32.5607,114.4381,,,,,,GEM_biomass_336
Henan Zhongmu power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,34.628,113.9644,,,,,,GEM_biomass_337
Henan Zhongmu power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,34.628,113.9644,,,,,,GEM_biomass_338
Henan Zhongmu power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2019,,,34.628,113.9644,,,,,,GEM_biomass_339
Huaneng Jiyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2021,,,36.9475,117.1242,,,,,,GEM_biomass_340
Huanggang Paper Mill Cogen Power Station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2019,,,30.4222,114.9797,,,,,,GEM_biomass_341
Huanggang Paper Mill Cogen Power Station,Bioenergy,Steam Turbine,PP,CN,50.0,0.47,2019,,,30.4222,114.9797,,,,,,GEM_biomass_342
Hubei Chibi power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2013,,,29.8573,113.661,,,,,,GEM_biomass_343
Hubei Chongyang power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2012,,,29.5512,114.0469,,,,,,GEM_biomass_344
Hubei Fang County power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2015,,,32.0542,110.7681,,,,,,GEM_biomass_345
Hubei Gucheng power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2013,,,32.29,111.5636,,,,,,GEM_biomass_346
Hubei Jiangling power station,Bioenergy,Steam Turbine,PP,CN,30.0,0.47,2014,,,30.0872,112.3544,,,,,,GEM_biomass_347
